"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"36","01605","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",168153,1 
"36","01700","27060","NY","Ithaca, NY Metropolitan Statistical Area",96501,0.743 
"36","01700","42900","NY","Seneca Falls, NY Micropolitan Statistical Area",33342,0.257 
"36","01800"," ","NY"," ",51401,0.514 
"36","01800","18660","NY","Cortland, NY Micropolitan Statistical Area",48599,0.486 
"36","01900"," ","NY"," ",48055,0.34 
"36","01900","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",31582,0.223 
"36","01900","36580","NY","Oneonta, NY Micropolitan Statistical Area",61676,0.436 
"36","02000","11220","NY","Amsterdam, NY Micropolitan Statistical Area",49708,0.474 
"36","02000","24100","NY","Gloversville, NY Micropolitan Statistical Area",55073,0.526 
"36","02100","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",146555,1 
"36","02201","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",100247,1 
"36","02202","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",100388,1 
"36","02300","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",152538,1 
"36","02401","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",104291,1 
"36","02402","10580","NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",190274,1 
"36","02500"," ","NY"," ",48195,0.433 
"36","02500","26460","NY","Hudson, NY Micropolitan Statistical Area",63094,0.567 
"36","02601","13780","NY","Binghamton, NY Metropolitan Statistical Area",125897,1 
"36","02602","13780","NY","Binghamton, NY Metropolitan Statistical Area",126423,1 
"36","02700"," ","NY"," ",19224,0.174 
"36","02700","21300","NY","Elmira, NY Metropolitan Statistical Area",91070,0.826 
"36","02800"," ","NY"," ",24621,0.2 
"36","02800","18500","NY","Corning, NY Micropolitan Statistical Area",98726,0.8 
"36","02900"," ","NY"," ",49927,0.373 
"36","02900","36460","NY","Olean, NY Micropolitan Statistical Area",83955,0.627 
"36","03000","27460","NY","Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",139750,1 
"36","03101"," ","NY"," ",73966,0.722 
"36","03101","28740","NY","Kingston, NY Metropolitan Statistical Area",28445,0.278 
"36","03102","28740","NY","Kingston, NY Metropolitan Statistical Area",149304,1 
"36","03201","39100","NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",121573,1 
"36","03202","39100","NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",158577,1 
"36","03301","39100","NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",111905,1 
"36","03302","39100","NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",112518,1 
"36","03303","39100","NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",116944,1 
"36","03400","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",196086,1 
"36","03501","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",127008,1 
"36","03502","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",140663,1 
"36","03503","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",157664,1 
"36","03504","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",111956,1 
"36","03505","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",183747,1 
"36","03506","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",102080,1 
"36","03601","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",129793,1 
"36","03602","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",156960,1 
"36","03701","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",108492,1 
"36","03702","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",136494,1 
"36","03703","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",111661,1 
"36","03704","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",119960,1 
"36","03705","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",141685,1 
"36","03706","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",129363,1 
"36","03707","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",133890,1 
"36","03708","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",132445,1 
"36","03709","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",175432,1 
"36","03710","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",143228,1 
"36","03801","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",216234,1 
"36","03802","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",129533,1 
"36","03803","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",109091,1 
"36","03804","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115433,1 
"36","03805","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",217063,1 
"36","03806","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",192213,1 
"36","03807","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",122241,1 
"36","03808","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",143441,1 
"36","03809","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",166379,1 
"36","03810","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",125567,1 
"36","03901","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",152942,1 
"36","03902","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",128177,1 
"36","03903","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",162609,1 
"36","04001","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",142098,1 
"36","04002","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",120710,1 
"36","04003","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",121054,1 
"36","04004","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115106,1 
"36","04005","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",105555,1 
"36","04006","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",123117,1 
"36","04007","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",116790,1 
"36","04008","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",146857,1 
"36","04009","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",194836,1 
"36","04010","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",145263,1 
"36","04011","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",112670,1 
"36","04012","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",139269,1 
"36","04013","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",119871,1 
"36","04014","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",158548,1 
"36","04015","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",166315,1 
"36","04016","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",149351,1 
"36","04017","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",171778,1 
"36","04018","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",116138,1 
"36","04101","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",192689,1 
"36","04102","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",181370,1 
"36","04103","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",243690,1 
"36","04104","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",116749,1 
"36","04105","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",196428,1 
"36","04106","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",148712,1 
"36","04107","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",142022,1 
"36","04108","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",113422,1 
"36","04109","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",130166,1 
"36","04110","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",167201,1 
"36","04111","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",143120,1 
"36","04112","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",218993,1 
"36","04113","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",128079,1 
"36","04114","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",106738,1 
"36","04201","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",110327,1 
"36","04202","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",114185,1 
"36","04203","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",104032,1 
"36","04204","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",112284,1 
"36","04205","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",112145,1 
"36","04206","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",140215,1 
"36","04207","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115021,1 
"36","04208","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",102330,1 
"36","04209","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",105890,1 
"36","04210","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",104950,1 
"36","04211","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",106500,1 
"36","04212","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",106665,1 
"36","04301","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",195289,1 
"36","04302","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115715,1 
"36","04303","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",110166,1 
"36","04304","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",125442,1 
"36","04305","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",116448,1 
"36","04306","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",110886,1 
"36","04307","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",106612,1 
"36","04308","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",105363,1 
"36","04309","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115597,1 
"36","04310","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",106387,1 
"36","04311","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",101878,1 
"36","04312","35620","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",109586,1 
"37","00100"," ","NC"," ",116966,0.684 
"37","00100","11700","NC","Asheville, NC Metropolitan Statistical Area",54033,0.316 
"37","00201","11700","NC","Asheville, NC Metropolitan Statistical Area",120871,1 
"37","00202","11700","NC","Asheville, NC Metropolitan Statistical Area",105094,1 
"37","00300","11700","NC","Asheville, NC Metropolitan Statistical Area",89173,0.752 
"37","00300","14820","NC","Brevard, NC Micropolitan Statistical Area",29334,0.248 
"37","00400"," ","NC"," ",60475,0.275 
"37","00400","22580","NC","Forest City, NC Micropolitan Statistical Area",62899,0.286 
"37","00400","43140","NC","Shelby, NC Micropolitan Statistical Area",96287,0.438 
"37","00500"," ","NC"," ",75012,0.637 
"37","00500","14380","NC","Boone, NC Micropolitan Statistical Area",42695,0.363 
"37","00600"," ","NC"," ",10677,0.072 
"37","00600","34340","NC","Mount Airy, NC Micropolitan Statistical Area",71219,0.483 
"37","00600","35900","NC","North Wilkesboro, NC Micropolitan Statistical Area",65632,0.445 
"37","00700","25860","NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",141685,1 
"37","00800","25860","NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",200166,1 
"37","00901","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",100238,1 
"37","00902","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",102718,1 
"37","00903","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",103408,1 
"37","00904","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",100665,1 
"37","00905","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",133799,1 
"37","01000","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",154626,1 
"37","01100","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",190365,0.749 
"37","01100","30740","NC","Lincolnton, NC Micropolitan Statistical Area",63780,0.251 
"37","01200","41580","NC","Salisbury, NC Micropolitan Statistical Area",130340,1 
"37","01300","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",131063,1 
"37","01400","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",123677,1 
"37","01500","44380","NC","Statesville-Mooresville, NC Micropolitan Statistical Area",122660,1 
"37","01601","24660","NC","Greensboro-High Point, NC Metropolitan Statistical Area",104982,1 
"37","01602","24660","NC","Greensboro-High Point, NC Metropolitan Statistical Area",118909,1 
"37","01700","24660","NC","Greensboro-High Point, NC Metropolitan Statistical Area",197157,1 
"37","01800","49180","NC","Winston-Salem, NC Metropolitan Statistical Area",185776,1 
"37","01900","49180","NC","Winston-Salem, NC Metropolitan Statistical Area",120291,1 
"37","02000","24660","NC","Greensboro-High Point, NC Metropolitan Statistical Area",130454,1 
"37","02100","49180","NC","Winston-Salem, NC Metropolitan Statistical Area",115894,1 
"37","02200","45640","NC","Thomasville-Lexington, NC Micropolitan Statistical Area",147246,1 
"37","02300","15500","NC","Burlington, NC Metropolitan Statistical Area",130800,1 
"37","02400"," ","NC"," ",23501,0.156 
"37","02400","20500","NC","Durham, NC Metropolitan Statistical Area",35623,0.236 
"37","02400","24660","NC","Greensboro-High Point, NC Metropolitan Statistical Area",91928,0.609 
"37","02500"," ","NC"," ",26822,0.243 
"37","02500","10620","NC","Albemarle, NC Micropolitan Statistical Area",58100,0.527 
"37","02500","16740","NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",25275,0.229 
"37","02601","39580","NC","Raleigh-Cary, NC Metropolitan Statistical Area",138841,1 
"37","02602","39580","NC","Raleigh-Cary, NC Metropolitan Statistical Area",137252,1 
"37","02701","39580","NC","Raleigh-Cary, NC Metropolitan Statistical Area",109366,1 
"37","02702","39580","NC","Raleigh-Cary, NC Metropolitan Statistical Area",123051,1 
"37","02703","39580","NC","Raleigh-Cary, NC Metropolitan Statistical Area",119336,1 
"37","02801","20500","NC","Durham, NC Metropolitan Statistical Area",113874,1 
"37","02802","20500","NC","Durham, NC Metropolitan Statistical Area",109440,1 
