CONTROL,SMSA,PWT,WEIGHT
'000000003288','7160',92.2085067,96.049941779
'000000003288','7360',150.6233,166.81752276
'000000003288','7400',123.1232,137.72667518
'000000003288','8280',238.897,246.56467709
'000000003288','8840',385.0634,412.98405755
'000000003289','0720',223.5291,251.23948483
'000000003289','1000',80.0639,0
'000000003289','1120',305.76015,361.20035412
'000000003289','1640',130.8343,150.31727188
'000000003289','3360',322.27002,344.10923677
'000000003289','5120',246.0386,0
'000000003289','5680',131.9648,137.6154755
'000000003289','5775',188.917,208.21623999
'000000003289','6480',90.5129,89.273238446
'000000003289','6840',96.7736,99.035843521
'000000003289','7160',92.2085067,95.089877481
'000000003289','7360',150.6233,162.51682863
'000000003289','7400',123.1232,137.72667518
'000000003289','8280',238.897,312.78172358
'000000003289','8840',385.0634,413.53815953
'000000003290','0720',223.5291,245.44719702
'000000003290','1000',80.0639,0
'000000003290','1640',130.8343,130.36839972
'000000003290','3360',322.27002,344.10923677
'000000003290','5120',246.0386,266.02860319
'000000003290','5680',131.9648,143.63274741
'000000003290','5775',188.917,0
'000000003290','6480',90.5129,0
'000000003290','6840',96.7736,118.40319999
'000000003290','7160',92.2085067,96.049941779
'000000003290','7360',150.6233,187.18901776
'000000003290','7400',123.1232,137.72667518
'000000003290','8280',238.897,298.73611907
'000000003290','8840',385.0634,427.13088686
'000000003291','0720',223.5291,258.94897133
'000000003291','1000',80.0639,0
'000000003291','1120',305.76015,0
'000000003291','1640',130.8343,142.85859049
'000000003291','5120',246.0386,264.29320524
'000000003291','5680',131.9648,0
'000000003291','5775',188.917,214.35112085
'000000003291','6480',90.5129,110.11063658
'000000003291','6840',96.7736,0
'000000003291','7160',92.2085067,95.089877481
'000000003291','7360',150.6233,166.81752276
'000000003291','7400',123.1232,137.72667518
'000000003291','8280',238.897,246.56467709
'000000003291','8840',385.0634,448.18285792
'000000003292','0720',223.5291,238.06457301
'000000003292','1000',80.0639,82.897817026
'000000003292','1640',130.8343,153.06277552
'000000003292','3360',322.27002,344.10923677
'000000003292','5120',246.0386,259.05433566
'000000003292','5680',131.9648,0
'000000003292','5775',188.917,209.07527735
'000000003292','6480',90.5129,112.41668106
'000000003292','6840',96.7736,0
'000000003292','7160',92.2085067,99.774602973
'000000003292','7360',150.6233,162.51682863
'000000003292','7400',123.1232,137.72667518
'000000003292','8280',238.897,298.31972484
'000000003292','8840',385.0634,346.93038993
'000000003293','0720',223.5291,282.12703401
'000000003293','1000',80.0639,82.897817026
'000000003293','1120',305.76015,403.3843031
'000000003293','1640',130.8343,153.06277552
'000000003293','5120',246.0386,270.32942941
'000000003293','5680',131.9648,153.50646491
'000000003293','5775',188.917,214.35112085
'000000003293','6480',90.5129,110.11063658
'000000003293','6840',96.7736,99.035843521
'000000003293','7160',92.2085067,95.089877481
'000000003293','7360',150.6233,187.18901776
'000000003293','7400',123.1232,0
'000000003293','8280',238.897,0
'000000003293','8840',385.0634,446.5059269
'000000003294','0720',223.5291,230.69020028
'000000003294','1000',80.0639,145.73397044
'000000003294','1120',305.76015,318.79727546
'000000003294','1640',130.8343,153.06277552
'000000003294','3360',322.27002,344.10923677
'000000003294','5120',246.0386,266.02860319
'000000003294','5680',131.9648,141.93476381
'000000003294','5775',188.917,209.07527735
'000000003294','6480',90.5129,112.41668106
'000000003294','6840',96.7736,118.40319999
'000000003294','7160',92.2085067,99.716401239
'000000003294','7360',150.6233,167.34823784
'000000003294','7400',123.1232,137.72667518
'000000003294','8280',238.897,300.5386824
'000000003294','8840',385.0634,412.98405755
'000000003295','0720',223.5291,245.44719702
'000000003295','1000',80.0639,82.897817026
'000000003295','1120',305.76015,361.20035412
'000000003295','1640',130.8343,0
'000000003295','5120',246.0386,297.36703608
'000000003295','5680',131.9648,137.6154755
'000000003295','5775',188.917,214.35112085
'000000003295','6480',90.5129,112.41668106
'000000003295','6840',96.7736,153.96668139
'000000003295','7160',92.2085067,95.089877481
'000000003295','7360',150.6233,162.51682863
'000000003295','7400',123.1232,137.72667518
'000000003295','8280',238.897,334.09928522
'000000003295','8840',385.0634,387.08860818
'000000003296','0720',223.5291,242.56137942
'000000003296','1000',80.0639,0
'000000003296','1640',130.8343,181.02562311
'000000003296','3360',322.27002,344.10923677
'000000003296','5120',246.0386,259.05433566
'000000003296','5680',131.9648,134.0951812
'000000003296','5775',188.917,209.07527735
'000000003296','6480',90.5129,97.578435881
'000000003296','6840',96.7736,105.24728888
'000000003296','7160',92.2085067,99.716401239
'000000003296','7360',150.6233,187.18901776
'000000003296','7400',123.1232,137.72667518
'000000003296','8280',238.897,0
'000000003296','8840',385.0634,0
'000000003297','0720',223.5291,258.56381868
'000000003297','1000',80.0639,82.897817026
'000000003297','1640',130.8343,181.02562311
'000000003297','5120',246.0386,270.32942941
'000000003297','5680',131.9648,147.94537516
'000000003297','5775',188.917,214.35112085
'000000003297','6480',90.5129,99.622018774
'000000003297','6840',96.7736,93.578453599
'000000003297','7160',92.2085067,95.089877481
'000000003297','7360',150.6233,167.34823784
'000000003297','7400',123.1232,0
'000000003297','8280',238.897,246.56467709
'000000003297','8840',385.0634,448.18285792
'000000003298','0720',223.5291,282.12703401
'000000003298','1000',80.0639,145.73397044
'000000003298','1640',130.8343,0
'000000003298','3360',322.27002,344.10923677
'000000003298','5120',246.0386,266.02860319
'000000003298','5680',131.9648,138.12973267
'000000003298','5775',188.917,209.07527735
'000000003298','6480',90.5129,99.622018774
'000000003298','6840',96.7736,118.40319999
'000000003298','7160',92.2085067,99.716401239
'000000003298','7360',150.6233,162.51682863
'000000003298','7400',123.1232,137.72667518
'000000003298','8280',238.897,334.09928522
'000000003298','8840',385.0634,346.93038993
'000000003299','0720',223.5291,271.58795329
'000000003299','1000',80.0639,86.845332123
'000000003299','1120',305.76015,403.3843031
'000000003299','1640',130.8343,181.02562311
'000000003299','3360',322.27002,344.10923677
'000000003299','5120',246.0386,297.36703608
'000000003299','5680',131.9648,153.50646491
'000000003299','5775',188.917,214.35112085
'000000003299','6480',90.5129,103.86365986
'000000003299','6840',96.7736,93.578453599
'000000003299','7160',92.2085067,95.089877481
'000000003299','7360',150.6233,187.18901776
'000000003299','7400',123.1232,137.72667518
'000000003299','8280',238.897,0
'000000003299','8840',385.0634,446.5059269
'000000003300','0720',223.5291,222.39618303
'000000003300','1000',80.0639,0
'000000003300','1120',305.76015,0
'000000003300','1640',130.8343,181.02562311
'000000003300','5120',246.0386,0
'000000003300','5680',131.9648,134.23882346
'000000003300','5775',188.917,209.07527735
'000000003300','6480',90.5129,103.86365986
'000000003300','6840',96.7736,101.67187051
'000000003300','7160',92.2085067,99.716401239
'000000003300','7360',150.6233,167.34823784
'000000003300','7400',123.1232,137.72667518
'000000003300','8280',238.897,246.56467709
'000000003300','8840',385.0634,379.11556067
'000000003301','0720',223.5291,0
'000000003301','1000',80.0639,86.845332123
'000000003301','1120',305.76015,0
'000000003301','1640',130.8343,181.02562311
'000000003301','3360',322.27002,344.10923677
'000000003301','5120',246.0386,270.32942941
'000000003301','5680',131.9648,143.01780216
'000000003301','5775',188.917,214.35112085
'000000003301','6480',90.5129,103.86365986
'000000003301','6840',96.7736,96.783695906
'000000003301','7160',92.2085067,95.089877481
'000000003301','7360',150.6233,165.36415632
'000000003301','7400',123.1232,0
'000000003301','8280',238.897,298.31972484
'000000003301','8840',385.0634,413.53815953
'000000003302','0720',223.5291,258.56381868
'000000003302','1000',80.0639,86.845332123
'000000003302','1120',305.76015,403.3843031
'000000003302','1640',130.8343,181.02562311
'000000003302','5120',246.0386,266.87386154
'000000003302','5680',131.9648,143.63274741
'000000003302','5775',188.917,209.07527735
'000000003302','6480',90.5129,103.86365986
'000000003302','6840',96.7736,0
'000000003302','7160',92.2085067,104.7022213
'000000003302','7360',150.6233,0
'000000003302','7400',123.1232,137.72667518
'000000003302','8280',238.897,298.73611907
'000000003302','8840',385.0634,539.07720058
'000000003303','0720',223.5291,282.12703401
'000000003303','1000',80.0639,84.291057648
'000000003303','1120',305.76015,425.7055711
'000000003303','1640',130.8343,181.02562311
'000000003303','3360',322.27002,344.10923677
'000000003303','5120',246.0386,292.63688574
'000000003303','5680',131.9648,153.6866779
'000000003303','5775',188.917,214.35112085
'000000003303','6480',90.5129,103.86365986
'000000003303','6840',96.7736,117.58039689
'000000003303','7160',92.2085067,108.03996339
'000000003303','7360',150.6233,167.34823784
'000000003303','7400',123.1232,137.72667518
'000000003303','8280',238.897,319.83130922
'000000003303','8840',385.0634,448.18285792
'000000003304','0720',223.5291,271.58795329
'000000003304','1000',80.0639,84.291057648
'000000003304','1120',305.76015,361.20035412
'000000003304','1640',130.8343,0
'000000003304','5120',246.0386,259.05433566
'000000003304','5680',131.9648,138.12973267
'000000003304','5775',188.917,209.07527735
'000000003304','6480',90.5129,103.86365986
'000000003304','6840',96.7736,101.67187051
'000000003304','7160',92.2085067,104.7022213
'000000003304','7360',150.6233,165.36415632
'000000003304','7400',123.1232,137.72667518
'000000003304','8280',238.897,334.09928522
'000000003304','8840',385.0634,346.93038993
'000000003305','0720',223.5291,245.44719702
'000000003305','1000',80.0639,86.845332123
'000000003305','1120',305.76015,403.3843031
'000000003305','1640',130.8343,145.4984425
'000000003305','3360',322.27002,344.10923677
'000000003305','5120',246.0386,271.18835286
'000000003305','5680',131.9648,153.50646491
'000000003305','5775',188.917,214.35112085
'000000003305','6480',90.5129,106.03887406
'000000003305','6840',96.7736,93.578453599
'000000003305','7160',92.2085067,0
'000000003305','7360',150.6233,187.18901776
'000000003305','7400',123.1232,137.72667518
'000000003305','8280',238.897,0
'000000003305','8840',385.0634,446.5059269
'000000003306','0720',223.5291,269.32090834
'000000003306','1000',80.0639,86.845332123
'000000003306','1120',305.76015,425.7055711
'000000003306','1640',130.8343,145.4984425
'000000003306','5120',246.0386,266.87386154
'000000003306','5680',131.9648,141.93476381
'000000003306','5775',188.917,209.07527735
'000000003306','6480',90.5129,106.03887406
'000000003306','6840',96.7736,101.67187051
'000000003306','7160',92.2085067,104.7022213
'000000003306','7360',150.6233,167.34823784
'000000003306','7400',123.1232,137.72667518
'000000003306','8280',238.897,246.56467709
'000000003306','8840',385.0634,369.91269773
'000000003307','0720',223.5291,258.56381868
'000000003307','1000',80.0639,0
'000000003307','1120',305.76015,0
'000000003307','1640',130.8343,145.4984425
'000000003307','3360',322.27002,344.10923677
'000000003307','5120',246.0386,292.63688574
'000000003307','5680',131.9648,143.01780216
'000000003307','5775',188.917,0
'000000003307','6480',90.5129,106.03887406
'000000003307','6840',96.7736,105.03703975
'000000003307','7360',150.6233,165.36415632
'000000003307','7400',123.1232,137.72667518
'000000003307','8280',238.897,334.09928522
'000000003307','8840',385.0634,413.53815953
'000000003308','0720',223.5291,282.12703401
'000000003308','1000',80.0639,86.845332123
'000000003308','1640',130.8343,145.4984425
'000000003308','3360',322.27002,344.10923677
'000000003308','5120',246.0386,259.05433566
'000000003308','5680',131.9648,143.63274741
'000000003308','5775',188.917,209.07527735
'000000003308','6480',90.5129,106.03887406
'000000003308','6840',96.7736,101.67187051
'000000003308','7160',92.2085067,100.56505146
'000000003308','7360',150.6233,187.18901776
'000000003308','7400',123.1232,137.72667518
'000000003308','8280',238.897,0
'000000003308','8840',385.0634,539.07720058
'000000003309','0720',223.5291,230.69020028
'000000003309','1000',80.0639,0
'000000003309','1120',305.76015,425.7055711
'000000003309','1640',130.8343,145.4984425
'000000003309','5120',246.0386,271.18835286
'000000003309','5680',131.9648,149.58564143
'000000003309','5775',188.917,214.35112085
'000000003309','6480',90.5129,0
'000000003309','6840',96.7736,0
'000000003309','7160',92.2085067,95.089877481
'000000003309','7360',150.6233,167.34823784
'000000003309','7400',123.1232,137.72667518
'000000003309','8280',238.897,246.56467709
'000000003309','8840',385.0634,0
'000000003310','0720',223.5291,245.44719702
'000000003310','1000',80.0639,147.83050693
'000000003310','1640',130.8343,145.4984425
'000000003310','3360',322.27002,344.10923677
'000000003310','5120',246.0386,266.87386154
'000000003310','5680',131.9648,138.12973267
'000000003310','5775',188.917,209.07527735
'000000003310','6480',90.5129,106.03887406
'000000003310','6840',96.7736,101.67187051
'000000003310','7160',92.2085067,104.7022213
'000000003310','7360',150.6233,165.36415632
'000000003310','7400',123.1232,137.72667518
'000000003310','8280',238.897,0
'000000003310','8840',385.0634,391.76351277
'000000003311','0720',223.5291,269.32090834
'000000003311','1000',80.0639,150.8733304
'000000003311','1120',305.76015,403.3843031
'000000003311','1640',130.8343,145.4984425
'000000003311','5120',246.0386,292.63688574
'000000003311','5680',131.9648,153.50646491
'000000003311','5775',188.917,214.35112085
'000000003311','6480',90.5129,0
'000000003311','6840',96.7736,105.03703975
'000000003311','7160',92.2085067,95.089877481
'000000003311','7360',150.6233,187.18901776
'000000003311','7400',123.1232,0
'000000003311','8280',238.897,298.73611907
'000000003311','8840',385.0634,0
'000000003312','0720',223.5291,258.56381868
'000000003312','1000',80.0639,147.83050693
'000000003312','1640',130.8343,145.4984425
'000000003312','3360',322.27002,344.10923677
'000000003312','5120',246.0386,259.05433566
'000000003312','5680',131.9648,141.93476381
'000000003312','5775',188.917,209.07527735
'000000003312','6480',90.5129,106.03887406
'000000003312','6840',96.7736,101.67187051
'000000003312','7160',92.2085067,104.7022213
